ACHE	COL1A1
BCL3	EP300
FYN	SUV39H1
SUV39H1	TAL1
FYN	ENO1
ENO1	YAP1
FYN	HSP90AA1
HSP90AA1	MYC
CTNNB1	ESR1
NR3C1	TP53
FYN	GNB2L1
GNB2L1	TP63
TP63	ETV4
EP300	ATF2
BCL3	STAT1
FYN	SNCA
BCL3	STAT3
STAT3	SMAD1
SUV39H1	SMAD5
CTNNB1	NOTCH1
NOTCH1	SMAD9
CHRNA9	POM121
POM121	BRCA1
CHRNA9	CHEK1
CHEK1	CSNK2A1
CSNK2A1	SRF
CHRNA9	YKT6
YKT6	SEC17
SEC17	TOP1
CHRNA9	RER1
RER1	GAS1
GAS1	ATF1
BRCA1	CREB1
CHRNA9	KIF5B
KIF5B	COPS5
COPS5	SMAD4
CHEK1	RB1
RB1	TAL1
CHRNA9	FAM189B
FAM189B	YAP1
CHRNA9	EIF2AK3
EIF2AK3	NFE2L2
NFE2L2	MYC
BRCA1	ESR1
CHEK1	TP53
RER1	HAP1
HAP1	HTT
RB1	PPARG
RER1	SPF1
SPF1	ATF2
CHEK1	RELA
CHRNA9	MAVS
MAVS	STAT1
CHRNA9	KLC4
KLC4	APP
RB1	STAT3
MAVS	SMURF2
SMURF2	SMAD5
BRCA1	SMAD3
CHEK1	HSP90AA1
CHRNB3	TYRO3
TYRO3	PIK3R1
PIK3R1	BRCA1
TYRO3	SRC
SRC	CREBBP
CREBBP	SRF
CREBBP	TCF3
CREBBP	ATF1
CREBBP	CREB1
SRC	AR
AR	SMAD4
PIK3R1	EP300
SRC	ENO1
CREBBP	MYC
SRC	ESR1
SRC	TP53
SRC	GRB2
GRB2	HTT
CREBBP	PPARG
CREBBP	ATF2
SRC	RXRA
RXRA	PPARA
SRC	STAT1
CREBBP	ELK1
SRC	STAT3
CREBBP	SMAD3
STAT3	HDAC2
CHRNB4	Ubqln1
CREB1	FOS
ATF2	FOS
TP53	SFN
TP53	GADD45B
YAP1	ID2
SMAD1	ID2
SMAD4	ID2
ELK1	FOS
ELK4	FOS
SRF	FOS
PPARA	ANGPTL4
PPARD	ANGPTL4
PPARG	PCK2
PPARG	ANGPTL4
SMAD5	ID2
SMAD9	ID2
CREB1	TINAGL1
ATF1	AQP3
CREB1	AQP3
CREB1	ATP1A1
ELK3	FOS
ESR1	FOS
ETV4	FOS
FLI1	FOS
STAT1	FOS
STAT3	FOS
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
MYC	ID2
ATF1	ID2
FLI1	ID2
TAL1	ID2
ATF2	INS
