ACHE	COL1A1
IRS1	ESR1
ABL1	NFKBIA
NFKBIA	ATF4
YWHAZ	TP53
YWHAH	HNRNPK
HNRNPK	ELAVL1
YWHAH	BAD
BAD	CREB3L3
CREB3L3	CREB3L1
YWHAZ	YWHAQ
YWHAQ	ESR2
HNRNPK	NXF1
NXF1	ATF6B
ABL1	BRCA1
BRCA1	CREB5
CHRNA7	FYN
FYN	NR3C1
NR3C1	RELA
FYN	CTNNB1
CTNNB1	BRCA1
FYN	BCL3
BCL3	KAT5
KAT5	SRF
BCL3	NFKB1
NR3C1	CREB1
BCL3	STAT1
BCL3	STAT3
FYN	GNB2L1
GNB2L1	TP63
TP63	ETV4
BCL3	CTBP2
CTBP2	FLI1
BCL3	EP300
EP300	ATF2
CTNNB1	ESR1
EP300	ATF4
NR3C1	ETS2
BCL3	COPS5
CTNNB1	ELAVL1
EP300	DDIT3
FYN	CSF1R
CSF1R	SRC
SRC	ESR2
FYN	ITCH
ITCH	PTCH1
PTCH1	ATF6B
BCL3	FOS
FOS	CREB5
CHRNA9	CHEK1
CHEK1	RELA
CHRNA9	POM121
POM121	BRCA1
CHEK1	CSNK2A1
CSNK2A1	SRF
CHRNA9	YKT6
YKT6	SEC17
SEC17	TOP1
CHRNA9	KIF5B
KIF5B	COPS5
BRCA1	CREB1
CHRNA9	MAVS
MAVS	STAT1
CHEK1	RB1
RB1	STAT3
CHRNA9	RER1
RER1	HAP1
HAP1	HTT
BRCA1	HIF1A
RER1	SPF1
SPF1	ATF2
BRCA1	ESR1
CHRNA9	EIF2AK3
EIF2AK3	NFE2L2
NFE2L2	ATF4
CHEK1	TP53
KIF5B	PSMB5
PSMB5	RND1
RND1	CREB3L2
CHRNA9	PBXIP1
PBXIP1	MDFI
MDFI	PRKAB2
MAVS	SRC
CHRNA9	ATF6B
CHRNB3	TYRO3
TYRO3	SRC
SRC	STAT3
STAT3	RELA
TYRO3	PIK3R1
PIK3R1	BRCA1
SRC	CREBBP
CREBBP	SRF
CREBBP	TCF3
STAT3	NFKB1
CREBBP	CREB1
SRC	STAT1
SRC	GRB2
GRB2	HTT
STAT3	HIF1A
CREBBP	ATF2
SRC	ESR1
CREBBP	ATF4
CREBBP	ETS2
SRC	HDAC3
SRC	SNCA
SNCA	Dynll1
Dynll1	CREB3L2
SRC	BCAR1
BCAR1	FXYD6
FXYD6	CREB3L1
GRB2	RBM33
RBM33	ATF6B
CHRNB4	Ubqln1
CREB3	FOS
CREB1	FOS
ATF2	FOS
ATF6B	FOS
ATF4	FOS
CREB3L2	FOS
CREB3L1	FOS
CREB5	FOS
HIF1A	ENO2
ELK4	FOS
SRF	FOS
NFKB1	CEBPB
RELA	CEBPB
HIF1A	BNIP3
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
ETV4	FOS
FLI1	FOS
STAT1	FOS
STAT3	FOS
RELA	HDAC1
