TYMS	ITPA
TFAP2A	CDKN1A
SP2	CEACAM1
USF1	CEACAM1
USF2	CEACAM1
USF2	CEACAM5
USF2	CEACAM6
ATF1	CGA
RARG	CRABP2
NFKB1	CSF1
ETS1	CSF2
SP1	EGFR
NFKB1	ELF3
JUND	F3
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
E2F1	HIST1H2AM
ERG	HMOX1
RELA	IL2
REL	IL2RA
STAT1	IL2RA
BCL3	NFKB2
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME2
JUND	NQO1
MYC	NRAS
MYB	NRAS
CEBPA	PCK2
E2F4	PCNA
SP3	PDGFB
NFIC	PLAT
SP1	PLAU
TP53	PLK1
USF1	PTPN6
MYBL2	RBL1
SP1	RPL10
USF1	S100A6
RARA	S100A8
PPARA	SERPINE1
EGR1	SOD1
MYBL2	SP1
ETS2	SPP1
LEF1	SPP1
POU2F1	SPP1
JUN	TFRC
EGR1	THBS1
CREB1	TIMP1
JUND	TIMP1
SP1	TIMP1
STAT1	TIMP1
ERG	TNNC1
TFAP2A	TNPO1
MYC	TP53
NFKB1	TP53
PAX8	TP53
STAT1	TP53
HIF1A	VHL
