TYMS	ITPA
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
SMAD2	YAP1
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
RB1	E2F2
RB1	E2F3
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	ELK4
ETS1	SRF
PIK3R5	MTOR
MAPK1	ELK1
ETS1	SPI1
RUNX1	JUP
RUNX1T1	JUP
NFKB1	SOCS3
PPARA	CPT1A
RELA	SOCS3
TNF	ICAM1
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
CREB3L4	BDNF
ATF4	BDNF
CREB3L2	FOSB
CREB3L3	CRH
CREB3L1	CRH
CREB3L1	BDNF
CREB5	CRH
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
CREB3L4	PDYN
CREB3L2	PDYN
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
GLI2	WNT11
GLI2	WNT9A
GLI2	WNT10A
GLI3	BMP4
TFDP2	CCNE2
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
CLOCK	BHLHE40
CLOCK	PER2
FOSB	CDK5
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
VDR	TRPV5
MAPK14	CXCL1
JUN	CXCL1
MAPK11	CXCL1
RBPJL	CR2
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	CCND3
JUN	CCND2
CREB3	PCNA
ATF6B	IL8
CREB3L4	PCNA
ATF4	IL8
MAPK8	JUN
TP53	CDKN1B
CREB3L3	IL8
CREB3L1	PCNA
CREBBP	ENO1
CREBBP	EPO
CREBBP	HK2
CREBBP	ANGPT4
CREBBP	TF
CREBBP	TFRC
CREBBP	VEGFB
EP300	ENO1
EP300	EPO
EP300	HK2
EP300	ANGPT4
EP300	TF
EP300	TFRC
EP300	VEGFB
HIF1A	ENO1
HIF1A	EPO
HIF1A	HK2
HIF1A	ANGPT4
ARNT	CDKN1A
ARNT	EDN1
YAP1	ID3
YAP1	AXIN2
WWTR1	AREG
TCF7	BIRC2
TCF7	SNAI2
TCF7	AXIN2
TCF7L2	SNAI2
TCF7L2	SOX2
TCF7L2	NKD1
TEAD1	GLI2
TEAD1	AXIN1
TEAD1	CCND2
TEAD4	CCND1
TEAD4	AXIN1
TEAD3	BIRC5
TEAD3	NKD1
TP73	BBC3
TCF7L1	NKD1
TEAD2	CTGF
TEAD2	SNAI2
TEAD2	AXIN2
FOXO1	FBP1
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
STAT4	CCND3
STAT5A	MYC
STAT5A	SOCS2
STAT5B	CCND2
STAT6	SOCS7
STAT6	CCND1
MITF	TYRP1
LEF1	MITF
CREB3L1	MITF
MAPK1	CDK4
RELA	PTGS2
RELA	TRAF2
RELB	CCL19
PIK3CB	AKT3
PIK3CD	AKT3
PIK3CG	AKT3
PIK3R1	PDPK1
PIK3R3	AKT3
RBPJ	HES1
TP53	GTSE1
TP53	PMAIP1
TP53	BAI1
TP53	PERP
EPAS1	PDGFB
EPAS1	TGFB1
ETS1	PGF
FOS	CDK4
FOS	VEGFB
JUN	FIGF
MYC	CDK4
MYC	VEGFC
NFKB1	TRAF5
NFKB2	TRAF2
RELA	NOS2
ATF6B	MCL1
FOXO3	CDKN1B
FOXO3	RBL2
ATF4	BCL2
CREB3L1	MCL1
PPARA	CYP7A1
PPARA	ACSL3
PPARA	PLTP
PPARA	ACSBG2
PPARD	CPT1B
PPARD	ACADL
PPARD	UCP1
PPARG	CYP27A1
PPARG	ACSL6
PPARG	ADIPOQ
RXRA	APOA5
RXRA	CYP7A1
RXRA	CYP27A1
RXRA	ACSL3
RXRA	APOC3
RXRA	ILK
RXRA	AQP7
RXRA	SLC27A1
RXRA	LPL
RXRA	ACSL5
RXRB	SCP2
RXRG	FABP4
IRF7	IFNA10
CREB1	HLA-DRB5
MAPK14	IL6
MAPK14	NOS2
MYD88	IFNA2
NFYC	HLA-DMB
NFYC	HLA-DOA
NFYC	HLA-DQA2
MAPK1	IL1A
MAPK1	IL1B
MAPK1	IL12B
MAPK1	NOS2
MAPK1	IL23A
MAPK3	IL18
MAPK11	IL18
MAPK11	NOS2
MAPK9	IL18
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
RFX5	CD74
RFXAP	LOC100507709
RFXAP	HLA-DMB
MAPK12	IL1A
MAPK12	IL6
NFATC1	PTGS2
NFATC2	PTGS2
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
LEF1	PPARD
TCF7	MMP7
TCF7	PPARD
MYBL2	CDKN1C
NFIC	TINAGL1
SP1	CDKN1C
SP3	ABCA1
USF2	ABCA1
USF2	B2M
TP53	BAK1
GLI1	BCL2
ATF1	BCL2
BRCA1	BCL2
CEBPA	BCL2
USF2	CALCA
TFDP1	CAV1
E2F4	CAV1
SP1	CAV1
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
SP2	CCND1
SP1	CD9
SP1	CD99
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF2	CEACAM5
USF2	CEACAM6
ATF1	CGA
ATF4	CGA
CREB1	CGA
ESR1	CGA
ETS2	CGA
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
SP3	CHI3L1
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
TFAP2A	COL1A1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
NFIC	CSNK2A1
NFKB1	CSNK2A1
ETS1	CSNK2B
CEBPB	CSRP1
REL	CSRP1
USF2	CTSB
SP1	CTSL
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
SP1	DKC1
SP3	DKC1
USF1	FBP1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARG	GADD45A
RARA	GADD45A
E2F1	HIST1H2AM
ETS1	HMOX1
FLI1	HMOX1
NFIC	HMOX1
CREB1	ICAM1
CREM	ICAM1
JUN	ICAM1
REL	ICAM1
SPI1	ICAM1
EGR1	IFNG
STAT5A	IFNG
CEBPB	IGF2
SP1	IGFBP3
CEBPD	IL1A
REL	IL1B
CREM	IL2
NFKB1	IL2
REL	IL2
REL	IL2RA
STAT3	IL2RA
STAT4	IL2RA
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
STAT4	IRF1
CEBPA	IVL
ETV4	MMP2
SP1	MMP2
TFAP2A	MMP2
ERG	MMP3
ETS2	MMP3
FLI1	MMP3
PPARG	MMP9
SPI1	NFKB1
TP53	NME1
FOS	NQO1
RELA	NR4A1
JUN	NRAS
SP1	PDHA1
PAX6	PDHX
ATF3	PENK
JUN	PENK
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
CREB1	POLD2
TFAP2A	POLD2
NFIC	POLE2
ETS1	PPP2R4
ATF4	PTGS2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
E2F4	RBL1
MYBL2	RBL1
SP1	RELA
RARA	S100A8
RARA	S100A9
SPI1	SERPINB1
PPARD	SERPINE1
ESR1	SP1
MYBL2	SP1
USF2	SP1
POU2F1	SPP1
NFIC	STMN1
JUN	TFPI2
ATF1	TG
WT1	THBS1
CREB1	TIMP1
FOS	TIMP1
STAT1	TIMP1
E2F4	TK1
ELK1	TNF
ETS1	TNNC1
USF2	TOP3A
MYC	TP53
HIF1A	TP53
STAT1	TP53
WT1	TP53
POU2F1	TXNRD1
PAX1	VHL
