TYMS	ITPA
SP1	ALDOA
POU2F1	ALDOC
SMAD1	ANKRD1
SMAD3	ANKRD1
E2F1	APAF1
TP53	APCS
SP1	APEX1
EGR1	APOA1
SP3	APOA1
USF1	APOA2
USF2	APOA2
CEBPA	APOB
PPARA	APOB
ATF2	APOC3
GLI1	BCL2
ATF1	BCL2
CEBPA	BCL2
TFAP2A	COL1A1
REL	CSF2
STAT3	CSRP1
MYC	CSTB
SP1	CTGF
NFKB1	CTSB
RELA	CTSB
STAT5A	EGFR
ETV4	ERBB2
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
ATF1	GH2
CREB1	GH2
NFIC	GH2
NFKB1	HMOX1
ETS1	HPGD
NFIC	HRAS
CEBPA	ICAM1
CREB1	ICAM1
CREM	ICAM1
STAT4	IRF1
CEBPA	IVL
JUNB	IVL
CREB1	JUN
ESR1	JUN
SP3	KLK3
SP1	KRT5
SP3	LCAT
USF1	LIPC
ETS1	LYZ
NFKB1	MAT2A
JUN	MT1A
E2F4	POLA
NFIC	POLA
TFAP2A	POLA
FLI1	POLR2G
PPARG	POU2F1
ATF4	PPP1R15A
NFKB1	PPP2R4
CEBPB	PTGS2
RELA	S100A6
SPI1	SCARB1
PPARG	SERPINE1
JUN	SPP1
JUN	TFF1
CREB1	TG
SMAD4	TIMP1
EGR1	TNF
FLI1	TNNC1
PAX5	TP53
SP1	TTR
TFAP2A	VHL
