TYMS	ITPA
IRF7	IFNA2
IRF7	IFNA7
NFYA	HLA-DPA1
NFYB	HLA-DMA
NFYB	HLA-DPB1
NFYB	HLA-DQA1
MAPK3	NOS2
MAPK3	IL23A
MAPK8	IL1B
MAPK8	IL6
MAPK8	IL12A
MAPK8	IL12B
MAPK9	IL1B
MAPK9	IL6
MAPK9	IL12A
MAPK9	IL12B
MAPK10	IL12A
RFX5	LOC100507709
RFX5	LOC100507714
RFX5	HLA-DQA1
RFX5	HLA-DQA2
RFXAP	HLA-DRB4
MAPK12	IL1A
NFAT5	PTGS2
SP1	AKR1B1
POU2F1	AKR1C2
POU2F1	AKR1C3
CEBPA	ALB
CEBPB	ALB
SP1	ALB
SP1	ALDH3A1
SPI1	B2M
USF1	B2M
USF2	B2M
TP53	BAK1
USF2	CALCA
E2F4	CAV1
MYC	CCNB1
USF1	CEACAM6
TFAP2A	COL1A1
ETS1	COX4I1
SP1	COX4I1
RARA	CRABP2
RARB	CRABP2
EGR1	EGFR
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
RARA	GADD45B
ATF1	GH2
CREB1	GH2
NFIC	GH2
NFKB1	HMOX1
ATF1	ID2
STAT1	IFNG
USF1	IFNG
ATF2	INS
NFKB1	IRF1
SP1	ITGA2
TFAP2A	ITGA2
ATF2	JUN
SP1	KRT18
NFKB1	LTA
JUN	PLAT
JUND	PLAT
NFKB1	PPP2R4
CEBPB	PTGS2
ESR1	PTMA
CREB1	REN
ETS1	SLC26A3
ETS1	SPP1
HOXA5	TH
JUNB	TIMP1
SP3	TNNC1
NFIC	TP53
