AR	PRKACA
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
LEF1	MYC
TCF7	BIRC5
MAPK14	CXCL1
ELK1	BIRC2
CREB3	IL8
CREB1	IL8
MAPK8	JUN
MAPK8	SMAD4
RELA	MMP9
CREB3L1	IL8
CREB5	PCNA
CREBBP	ANGPT4
CREBBP	PDK1
CREBBP	PGF
CREBBP	VEGFA
CREBBP	HKDC1
EP300	ANGPT4
EP300	PDK1
EP300	PGF
EP300	VEGFA
EP300	HKDC1
HIF1A	ANGPT4
HIF1A	PDK1
HIF1A	TIMP1
ARNT	CDKN1A
ARNT	EDN1
ARNT	FIGF
ARNT	HK2
ARNT	HK3
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	ID2
YAP1	ID3
YAP1	CCND1
YAP1	AXIN1
YAP1	AXIN2
WWTR1	FGF1
WWTR1	ITGB2
WWTR1	AREG
SMAD1	ID4
SMAD4	ID2
LEF1	CCND2
TCF7	SNAI2
TCF7	CCND2
TCF7	CCND3
TCF7L2	SOX2
TCF7L2	CCND3
TEAD1	GLI2
TEAD1	BIRC2
TEAD1	SOX2
TEAD1	CCND2
TEAD1	CCND3
TEAD4	MYC
TEAD4	AXIN1
TEAD3	CTGF
TEAD3	BIRC5
TEAD3	MYC
TEAD3	AXIN2
TP73	BBC3
TCF7L1	AXIN2
TEAD2	CTGF
TEAD2	CCND1
TEAD2	AXIN2
TEAD2	NKD1
SMAD4	SLC2A1
PAX6	PDX1
CREBBP	MITF
LEF1	MITF
NFKB1	CXCL2
NFKB1	NFKBIA
NFKB1	TNFAIP3
NFKB1	CCL4L1
RELA	GADD45B
RELA	NFKB2
RELA	TRAF1
RELB	TNFSF13B
PIK3R5	AKT1
PIK3R5	PDPK1
PIK3CB	AKT2
PIK3CB	PDPK1
PIK3CD	PDPK1
PIK3CG	AKT2
PIK3R2	AKT3
PLCG2	EGFR
PIK3R3	AKT2
RBPJ	HES1
TP53	BAI1
EPAS1	PDGFB
EPAS1	TGFB1
FOS	VEGFB
MYC	CDK4
MYC	VEGFC
NFKB2	TRAF2
RELA	NOS2
FOXO3	CDKN1B
CREB3L1	MCL1
PPARA	CYP7A1
PPARA	ACSL3
PPARA	ACSBG2
PPARD	UCP1
PPARG	CYP27A1
PPARG	ACSL6
RXRA	APOA5
RXRA	ACSL3
RXRB	APOC3
RXRB	ANGPTL4
RXRG	GK2
RXRG	LPL
RXRG	SCD
JUN	IL12B
NFKB1	CCL3
CREB1	LOC100507709
MYD88	IFNA6
MYD88	IFNA8
MYD88	IFNA13
MYD88	IFNA14
MYD88	IFNA16
NFYA	LOC101060835
NFYC	HLA-DQA1
NFYC	HLA-DQA2
MAPK1	IL1A
MAPK1	IL1B
MAPK11	IL18
MAPK11	NOS2
MAPK9	IL18
MAPK9	TNF
MAPK13	TNF
RELA	CEBPB
RELA	CEBPG
RELA	IL1A
RELA	IL18
RELA	IL23A
RFX5	HLA-DOA
RFX5	HLA-DOB
RFX5	HLA-DQA1
RFX5	HLA-DQA2
RFX5	CD74
RFXAP	LOC100507709
RFXAP	LOC100507714
MAPK12	IL1A
RFXANK	HLA-DMB
RFXANK	HLA-DOA
NFATC1	PTGS2
MYBL2	CDKN1C
NFIC	TINAGL1
SP1	CDK1
SP1	CDKN1C
SP1	COL4A2
SP3	ABCA1
CREB1	ADRB2
USF2	B2M
TP53	BAK1
GLI1	BCL2
ATF1	BCL2
BRCA1	BCL2
CEBPA	BCL2
USF2	CALCA
TFDP1	CAV1
E2F4	CAV1
SP1	CAV1
CREM	CCND1
ESR1	CCND1
POU2F1	CCND1
SP3	CD14
EGR1	CD44
ESR2	CD68
SPI1	CD68
POU2F1	CD79A
POU2F2	CD79A
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP3	CDKN1A
USF2	CEACAM6
ATF1	CGA
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
SP3	CHI3L1
TFAP2A	COL1A1
NFIC	CSNK2A1
NFKB1	CSNK2A1
ETS1	CSNK2B
CEBPB	CSRP1
REL	CSRP1
USF2	CTSB
SP1	CTSL
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
ETS1	DNTT
ESR1	EGFR
ESR2	EGFR
NFKB2	EGFR
PPARG	EGFR
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARG	GADD45A
RARA	GADD45A
USF1	HMOX1
USF2	HMOX1
NFIC	HRAS
NFIC	HSPA1A
SP1	HSPA8
SP1	HSPB1
CREB1	ICAM1
CREM	ICAM1
ATF2	IFNG
CREB1	IFNG
REL	IFNG
STAT1	IFNG
STAT4	IFNG
STAT5B	IFNG
USF1	IFNG
CEBPA	IGF2
EGR1	IGF2
WT1	IGF2
FLI1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
CEBPB	IL1A
SP1	IL1A
CEBPD	IL1B
CREB1	IL1B
SP1	IL1B
SPI1	IL1B
CREB1	IL2
EGR1	IL2
EGR4	IL2
ETS2	IL2
POU2F1	IL2
REL	IL2RA
POU2F1	IL4
CEBPB	IL5
JUN	IL5
POU2F2	IL5
CEBPA	IL6
CREB1	IL6
NFIC	IL6
USF1	IL6
STAT4	IRF1
CEBPA	IVL
SPI1	NFKB1
JUN	NFKB2
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
EGR1	PLAU
ETS2	PLAU
TFAP2A	POLD2
ESR1	PTMA
PPARD	RELA
CREB1	REN
PPARD	SERPINE1
PPARG	SERPINE1
ETS1	SLC26A3
USF1	SP1
ETS1	SPP1
ATF1	TG
CREB1	TG
HOXA5	TH
ETV4	TIMP1
JUNB	TIMP1
ETS1	TNNC1
FLI1	TNNC1
SP3	TNNC1
FOS	TP53
NFIC	TP53
PAX1	VHL
TFAP2A	VHL
