TYMS	ITPA
USF1	CTSB
SP3	CTSL
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
SP1	DKC1
SP3	DKC1
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
CREB1	HMOX1
ERG	HMOX1
RELA	IL2
STAT1	IL2RA
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME1
MYC	NME2
JUN	NPPA
JUND	NQO1
HIF1A	NR4A1
MYC	NRAS
CREB1	NRAS
MYB	NRAS
NFIC	PLAT
USF1	PTPN6
MYBL2	RBL1
RARA	S100A8
JUN	SERPINB2
CEBPA	SERPINC1
PPARA	SERPINE1
EGR1	SOD1
MYBL2	SP1
POU2F1	SPP1
NFIC	TFPI2
POU2F1	TFPI2
JUN	TFRC
EGR1	THBS1
CREB1	TIMP1
STAT1	TIMP1
ETS1	TNF
POU2F1	TNF
ERG	TNNC1
TFAP2A	TNPO1
MYC	TP53
STAT1	TP53
TP53	TYMS
USF2	TYMS
HIF1A	VHL
SMAD3	ZFP36
