AR	PRKACA
GLI2	PTCH1
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
GLI2	WNT3A
TP53	CDKN1A
NPAS2	CRY1
JUN	CCND1
CREB3	PCNA
ATF2	PCNA
EP300	FASLG
NFKB1	MMP9
CREB3L1	PCNA
CREBBP	EDN1
CREBBP	FLT1
CREBBP	NPPA
CREBBP	VEGFB
EP300	EDN1
EP300	FLT1
EP300	NPPA
EP300	VEGFB
HIF1A	EDN1
HIF1A	FLT1
HIF1A	NPPA
TEAD1	CTGF
TEAD1	BIRC2
TEAD1	NKD1
TEAD1	CCND3
TEAD4	SOX2
TEAD3	BIRC2
TEAD3	MYC
TEAD3	CCND3
TCF7L1	CCND3
TEAD2	AXIN1
TEAD2	NKD1
FOXO1	PCK2
SOS1	CCND1
SOS1	BCL2L1
SOS2	CCND3
STAT1	SOCS4
STAT1	MYC
STAT1	PIM1
STAT1	CCND1
STAT1	SOCS1
STAT1	SOCS2
STAT1	SOCS3
STAT1	SOCS5
STAT4	PIM1
RBPJ	PTCRA
TP53	DDB2
TP53	SHISA5
TP53	PTEN
TP53	RFWD2
TP53	ZMAT3
TP53	SIAH1
TP53	THBS1
EPAS1	SLC2A1
EPAS1	VEGFA
FOS	MMP2
JUN	VEGFC
MYC	FIGF
MYC	MMP1
NFKB2	BIRC8
NFKB2	TRAF1
NFKB2	TRAF6
RELA	TRAF5
RELA	TRAF4
CREB3L2	MCL1
PPARA	CYP4A11
PPARA	EHHADH
PPARA	ACSL6
PPARA	ACAA1
PPARD	ACOX1
PPARG	CPT1B
PPARG	ACSL3
PPARG	AQP7
PPARG	LPL
RXRA	FABP4
RXRA	SLC27A1
RXRA	LPL
RXRA	SCD
RXRA	SCP2
RXRB	APOA5
RXRB	CPT1C
RXRB	CPT2
RXRB	CYP4A11
RXRB	CYP7A1
RXRB	CYP8B1
RXRB	EHHADH
RXRB	FABP4
RXRB	FABP1
RXRB	FABP3
RXRB	ACSL3
RXRB	ACSL6
RXRB	GK
RXRB	HMGCS2
RXRB	ACADL
RXRB	APOA1
RXRB	APOA2
RXRB	SLC27A1
RXRB	ME1
RXRB	SCD
RXRB	ACSBG2
RXRB	ACOX2
RXRB	FADS2
RXRG	NR1H3
RXRG	SORBS1
RXRG	SLC27A4
RXRG	APOA5
RXRG	CPT1B
RXRG	CPT2
RXRG	CYP4A11
RXRG	CYP7A1
RXRG	CYP27A1
RXRG	ACSL1
RXRG	APOA1
RXRG	PCK1
RXRG	ACSBG2
RXRG	CD36
EGR1	CCL5
MAPK3	IL8
MAX	CDK6
MAX	CCND1
EP300	CDKN2B
SMAD5	ID2
SMAD5	ID3
SMAD9	ID2
FOS	IL6
FOS	IL12A
FOS	CCL3L3
FOS	TNF
FOS	CCL4L1
IRF3	CXCL11
IRF5	IL6
IRF5	IL8
IRF5	CCL3L3
IRF7	IFNA1
IRF7	IFNA2
IRF7	IFNA6
IRF7	IFNA16
JUN	CCL4
RELA	CCL3
CREB1	HLA-DMB
NFYB	HLA-DOA
NFYB	HLA-DPA1
NFYB	HLA-DPB1
NFYB	HLA-DQA1
NFYB	HLA-DQB1
NFYB	HLA-DRA
MAPK11	IL12A
MAPK11	IL12B
MAPK11	TNF
JUN	PLAUR
MYB	CDK1
SP1	AKR1B1
POU2F1	AKR1C2
POU2F1	AKR1C3
CEBPA	ALB
SP1	ALB
SP1	ALDH3A1
USF1	APEX1
EGR1	APOA1
SP3	APOA1
CEBPA	APOB
ATF2	APOC3
NFIC	ARG1
SP1	CCND1
SP1	CD9
CREB1	CYP11A1
USF2	FBP1
EGR1	FCER2
E2F1	HIST1H2AM
NFKB1	HMOX1
USF1	HMOX1
USF2	HMOX1
NFIC	HSPA1A
SP1	HSPA8
SP1	HSPB1
ATF2	IFNG
STAT1	IFNG
USF1	IFNG
WT1	IGF2
TFAP2A	IGFBP3
ATF1	IL1B
CEBPB	IL1B
CEBPD	IL1B
SPI1	IL1B
EGR4	IL2
POU2F1	IL4
CEBPA	IL5
CEBPB	IL5
ETS2	IL5
JUN	IL5
POU2F1	IL5
POU2F2	IL5
ATF1	IL6
CEBPA	IL6
CEBPD	IL6
CREB1	IL6
JUND	IL6
NFIC	IL6
TFAP2A	IL6
USF1	IL6
NFKB2	IL8
NFKB1	IRF1
TFAP2A	ITGA2
ETS2	JUN
JUN	JUN
NFIC	JUN
SMAD3	JUN
ATF1	LDHA
CREB1	LDHA
SP1	LDHA
EGR1	LHB
SP2	MAT2A
SP1	MAT2B
SP3	MAT2B
HIF1A	MDK
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
NFKB1	MMP3
TAL1	NFKB1
JUN	NTS
JUND	PLAT
SP1	RELA
RELA	S100A6
TP53	S100B
ESR2	SERPINE1
USF2	SP1
JUN	SPP1
CEBPA	TF
ETS1	TFRC
FOS	TIMP1
SMAD4	TIMP1
ATF2	TNF
REL	TNFSF10
HIF1A	TP53
PAX5	TP53
STAT3	TRH
FLI1	UPP1
