TYMS	ITPA
RXRA	APOC3
RXRA	ILK
RXRA	AQP7
RXRA	SLC27A1
RXRA	LPL
RXRA	ACSL5
RXRA	PLTP
RXRA	SCP2
RXRA	ADIPOQ
RXRA	FADS2
RXRB	SORBS1
RXRB	CPT1C
RXRB	CYP7A1
RXRB	CYP27A1
RXRB	DBI
RXRB	FABP4
RXRB	ACSL3
RXRB	ACSBG1
RXRB	GK
RXRB	ACADL
RXRB	APOA2
RXRB	SLC27A1
RXRB	LPL
RXRB	ME1
RXRB	OLR1
RXRB	ACOX1
RXRB	SCD
RXRB	SCP2
RXRB	SCD5
RXRB	ACOX2
RXRG	SLC27A4
RXRG	CPT1C
RXRG	CPT1A
RXRG	CPT2
RXRG	CYP27A1
RXRG	DBI
RXRG	ACSL4
RXRG	ACSBG1
RXRG	APOA1
RXRG	APOA2
RXRG	APOC3
RXRG	ILK
RXRG	PCK1
RXRG	PCK2
RXRG	PDPK1
RXRG	ACSL5
RXRG	ACSBG2
RXRG	ACOX2
RXRG	FADS2
EGR1	CCL5
MAX	CDK4
MAX	CCND1
SMAD5	ID1
SMAD5	ID3
FOS	IL1B
FOS	IL12A
FOS	CCL5
FOS	CCL4L1
IRF5	IL1B
IRF5	IL8
IRF5	TNF
IRF7	IFNA2
IRF7	IFNA21
JUN	IL1B
JUN	CCL4
JUN	CCL5
JUN	CCL4L1
NFKB1	IL12A
RELA	CCL3
RELA	CCL3L1
STAT1	CXCL10
CEBPA	PER2
SPI1	FCGR1A
CREB1	HLA-DMB
CREB1	HLA-DOA
CREB1	HLA-DPB1
NFYA	LOC101060835
NFYB	HLA-DRB1
NFYC	HLA-DMB
NFYC	HLA-DOA
NFYC	HLA-DRA
NFYC	HLA-DRB1
NFYC	HLA-DRB3
MAPK11	IL12B
MAPK11	IL23A
MAPK11	TNF
RFX5	HLA-DQB1
RFXAP	LOC100507714
RFXAP	HLA-DRA
RFXANK	HLA-DQB1
RFXANK	HLA-DRA
RFXANK	HLA-DRB1
RFXANK	HLA-DRB3
RFXANK	HLA-DRB4
RFXANK	HLA-DRB5
RFXANK	CD74
PDX1	INS
CREB3	AQP2
CREB1	AQP2
CREB3L4	AQP2
TCF7L1	JUN
MYB	TSC22D3
MYBL1	TSC22D3
CEBPA	ABCB1
CEBPB	ABCB1
USF2	APOC3
ESR1	APOE
PPARG	APOE
USF1	APOE
USF2	APOE
TP53	AQP1
SP1	CAV1
SP1	CD44
USF2	CEACAM6
ATF1	CGA
ETS1	COX4I1
RARA	CRABP2
RARB	CRABP2
NFIC	CSNK2A1
NFKB1	CSNK2A1
CEBPB	CSRP1
REL	CSRP1
USF1	CTSB
SP1	CYP17A1
SP3	CYP17A1
REL	EGFR
STAT1	EGFR
CREB1	ERBB2
ELK1	ERBB2
NFKB1	F3
REL	F3
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
POU2F2	HLA-DRA
ATF2	HLA-E
USF1	HMOX1
USF2	HMOX1
POU2F2	IL2
STAT5B	IL2RA
STAT3	IRF1
SPI1	ITGB2
JUN	IVL
CREB1	JUN
SP1	JUN
PGR	KLK3
SP1	KRT5
PPARA	LIPA
PPARG	LIPA
ETS1	LYZ
RARA	MIF
ERG	MMP3
ETS2	MMP3
FLI1	MMP3
PPARG	MMP9
SMAD3	MMP9
SP1	MMP9
ETV4	MYB
MYBL2	MYC
SP3	MYCN
FOS	NTS
MYC	ODC1
E2F4	POLA
NFIC	POLA
TFAP2A	POLA
JUN	POLD2
NFIC	POLD2
ATF1	PPP2R4
ATF2	PTGS2
E2F4	RBL1
MYBL2	RBL1
CREB1	REN
RELA	S100A6
RARA	S100A9
SPI1	SERPINB1
JUN	SERPINB2
JUN	SFTPA1
ESR1	SP1
MYBL2	SP1
ETS1	SPP1
JUN	SPP1
NFIC	STMN1
JUN	TFPI2
NFIC	TFPI2
CREB1	TH
WT1	THBS1
CREB1	TIMP1
JUNB	TIMP1
SMAD4	TIMP1
E2F4	TK1
ELK1	TNF
ETS1	TNF
SMAD2	TNNC1
USF2	TOP3A
MYC	TP53
NFIC	TP53
PAX5	TP53
WT1	TP53
POU2F1	TXNRD1
TP53	TYMS
ERG	VWF
ETS1	VWF
ETS2	VWF
NFIC	VWF
ATF6	XBP1
