TYMS	ITPA
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
HRAS	PIK3R5
PIK3R5	HIF1A
HRAS	MAPK8
MAPK1	SMAD4
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
MAPK1	RELA
MAPK1	NFKB1
MAPK1	ELK4
ETS1	SRF
PIK3R5	MTOR
HRAS	MAPK14
MAPK1	TP53
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
MAPK1	ELK1
NOS3	ATF2
STAT1	MYD88
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	IRF7
NOS3	ATF4
MAPK1	FOXO3
SMAD4	LEF1
ETS1	SPI1
CREB3	ATF1
MAP3K1	IKBKG
IKBKG	TBK1
PIK3R5	AKT3
NOS3	ATF6B
NOS3	CREB3L2
NOS3	CREB3L1
NOS3	CREB5
NOS1	MAPK3
HRAS	MAPK11
HRAS	MAPK13
HRAS	MAPK9
HRAS	MAPK10
SMAD2	YAP1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
SMAD2	WWTR1
HRAS	PIK3CA
HRAS	PIK3CB
HRAS	PIK3CD
HRAS	PIK3CG
HRAS	PIK3R1
HRAS	PIK3R2
HRAS	PIK3R3
MAPK1	FOXO1
NOS1	KRAS
KRAS	GRB2
STAT1	CIITA
CHUK	RELB
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT4
TNF	SELE
CREB3	NPY
CREB1	NPY
ATF2	NPY
ATF6B	NPY
ATF4	CRH
MAPK1	PDYN
CREB3L2	NPY
CREB3L2	BDNF
CREB3L3	NPY
CREB3L1	FOSB
CREB5	BDNF
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
ATF6B	PDYN
ATF4	PDYN
CREB3L1	PDYN
CREB5	FOS
NFKB1	BIRC3
NFKB1	BCL2
RELA	BIRC8
GLI1	WNT16
GLI1	PTCH1
GLI1	WNT1
GLI1	WNT3
GLI1	WNT7A
GLI1	WNT9A
GLI1	WNT10A
GLI2	GLI1
GLI2	WNT4
GLI2	BMP2
GLI2	WNT6
ARNTL	PER3
NPAS2	CRY1
JUN	CCND1
LEF1	BIRC5
LEF1	CCND1
TCF7L1	MYC
ESR1	SLC8A1
ESR1	CALB1
VDR	TRPV5
VDR	SLC8A1
VDR	CALB1
MAPK11	CXCL1
MAPK11	IL8
MAPK13	IL8
RELA	IL8
MAPK12	CXCL1
RBPJL	CR2
RBPJL	FCER2
ELK1	BIRC2
ELK1	CCND3
CREB3	IL8
CREB1	IL8
ATF2	PCNA
IRF3	IFNB1
IRF7	IFNB1
SMAD3	MYC
NFKB1	MMP9
MAPK8	JUN
MAPK9	SMAD4
RELA	MMP9
TP53	CDKN1B
CREB3L1	IL8
CREB5	PCNA
CREBBP	EDN1
CREBBP	ANGPT1
CREBBP	ANGPT2
CREBBP	HK1
CREBBP	NPPA
CREBBP	ANGPT4
CREBBP	PFKFB2
CREBBP	PGF
CREBBP	TF
CREBBP	VEGFA
CREBBP	HKDC1
EP300	EDN1
EP300	ANGPT1
EP300	ANGPT2
EP300	HK1
EP300	NPPA
EP300	ANGPT4
EP300	PFKFB2
EP300	PGF
EP300	TF
EP300	VEGFA
EP300	HKDC1
HIF1A	EDN1
HIF1A	ANGPT1
HIF1A	ANGPT2
HIF1A	HK1
HIF1A	NPPA
HIF1A	ANGPT4
HIF1A	PFKFB2
HIF1A	BCL2
HIF1A	SLC2A1
HIF1A	VEGFC
ARNT	CDKN1B
ARNT	ALDOA
ARNT	GAPDH
ARNT	ANGPT1
ARNT	HMOX1
ARNT	PFKL
LEF1	SNAI2
LEF1	CCND2
TCF7	BIRC2
TCF7	NKD1
TCF7	CCND3
TCF7L2	SNAI2
TCF7L2	CCND2
TEAD1	SNAI2
TEAD4	CCND3
TEAD3	AXIN1
TCF7L1	AXIN1
TEAD2	MYC
SOS1	CCND1
SOS1	BCL2L1
SOS1	SPRY4
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
SOS2	SPRY1
SOS2	SPRY2
SOS2	SPRED1
SOS2	SPRED2
SOS2	SPRED3
STAT1	CCND1
STAT1	SOCS2
STAT1	CCND2
STAT2	SOCS7
STAT2	MYC
STAT4	SOCS4
STAT5A	SOCS5
STAT5B	SOCS4
STAT6	CCND2
STAT6	CCND3
STAT6	SOCS5
HSF1	HSPA1B
HSF1	HSPA2
HSF1	HSPA8
MYD88	CXCL2
MYD88	IL1B
MYD88	IL8
MYD88	IL12B
ELK1	FOS
SRF	FOS
HNF4A	PKLR
ONECUT1	PDX1
ONECUT1	HNF1B
PDX1	HNF4A
NEUROD1	GCK
NEUROD1	INS
EP300	MITF
CREB3L3	MITF
MAPK3	CCND1
NFKB1	CCL4L2
NFKB1	PTGS2
NFKB1	TRAF2
NFKB2	ICAM1
NFKB2	CCL19
RELA	IL1B
RELA	GADD45B
RELA	PLAU
RELA	TNFAIP3
RELA	TRAF1
RELA	TRAF2
RELB	CCL13
PIK3R5	AKT3
PIK3R5	AKT1
PIK3CA	AKT1
PIK3CA	AKT2
PIK3CB	AKT3
PIK3CB	AKT2
PIK3CD	AKT2
PIK3CD	PDPK1
PIK3CG	AKT3
PIK3R1	AKT3
PLCG1	EGFR
PLCG2	EGFR
PIK3R3	AKT3
RBPJL	PTCRA
TP53	DDB2
TP53	RFWD2
TP53	ZMAT3
TP53	SIAH1
TP53	THBS1
TP53	TP53I3
NFKB1	PGF
NFKB1	VEGFA
RELA	PGF
EPAS1	SLC2A1
EPAS1	VEGFA
EPAS1	VEGFB
ETS1	FIGF
ETS1	MMP2
ETS1	CCND1
ETS1	VEGFA
FOS	IL8
HIF1A	PDGFB
HIF1A	TGFA
HIF1A	TGFB3
AR	KLK3
JUN	MMP1
MAX	CKS1B
MYC	FIGF
MYC	MMP1
MYC	MMP2
MYC	PGF
MYC	VEGFA
NFKB1	NOS2
NFKB1	TRAF3
NFKB1	TRAF6
NFKB2	BIRC2
NFKB2	TRAF5
NFKB2	TRAF6
NFKB2	BIRC7
RELA	TRAF5
RELA	TRAF4
PIAS2	CDKN2B
IRF1	IL12A
IRF1	IL12B
CREB1	MCL1
ATF2	MCL1
ATF6B	BCL2
CREB3L4	MCL1
CREB3L4	BCL2
FOXO3	G6PC
FOXO3	PCK2
NFKB1	MYB
CREB3L3	BCL2
PPARA	DBI
PPARA	EHHADH
PPARA	FABP1
PPARA	ACSL6
PPARA	ACAA1
PPARA	HMGCS2
PPARA	ACADM
PPARA	APOC3
PPARA	ME1
PPARA	ANGPTL4
PPARA	SCD
PPARA	SCP2
PPARA	UCP1
PPARA	ACOX2
PPARD	CPT1C
PPARD	ILK
PPARD	UBC
PPARG	ACSL1
PPARG	ACSL3
PPARG	ACSL4
PPARG	AQP7
PPARG	LPL
PPARG	MMP1
PPARG	PCK2
PPARG	ANGPTL4
PPARG	SCD
PPARG	SCD5
PPARG	CD36
RXRA	NR1H3
RXRA	SORBS1
RXRA	CPT1C
RXRA	CPT2
RXRA	DBI
RXRA	ACSL1
RXRA	SCD
RXRA	SCP2
RXRA	SCD5
RXRA	ACOX2
RXRA	CD36
RXRB	APOA5
RXRB	CPT1C
RXRB	CPT1B
RXRB	CPT2
RXRB	CYP4A11
RXRB	CYP7A1
RXRB	CYP8B1
RXRB	CYP27A1
RXRB	DBI
RXRB	EHHADH
RXRB	FABP4
RXRB	FABP1
RXRB	FABP3
RXRB	ACSL3
RXRB	ACSL6
RXRB	GK
RXRB	ACAA1
RXRB	HMGCS2
RXRB	ACADL
RXRB	APOA1
RXRB	APOA2
RXRB	APOC3
RXRB	SLC27A1
RXRB	PCK2
RXRB	SCD
RXRB	ACSBG2
RXRB	ACOX2
RXRB	CD36
RXRG	NR1H3
RXRG	SORBS1
RXRG	SLC27A4
RXRG	APOA5
RXRG	CPT1C
RXRG	CPT1A
RXRG	CPT1B
RXRG	CPT2
RXRG	CYP4A11
RXRG	CYP7A1
RXRG	CYP27A1
RXRG	DBI
RXRG	GK
RXRG	APOA1
RXRG	SLC27A1
RXRG	PCK1
RXRG	PLTP
RXRG	ACSBG2
RXRG	CD36
EGR1	CCL5
MAPK8	IL8
MAX	CDK6
MAX	CCND1
SMAD2	PITX2
SMAD5	ID2
SMAD5	ID3
SMAD9	ID3
FOS	IL6
FOS	IL12A
FOS	CCL3
FOS	TNF
FOS	CCL4L1
IRF3	CD80
IRF5	IL6
IRF5	IL8
IRF5	CCL3
IRF7	IFNA1
IRF7	IFNA2
IRF7	IFNA7
JUN	IL12A
JUN	CCL4
NFKB1	CCL3L3
RELA	CCL3
SPI1	CD14
CREB1	HLA-DMB
MYD88	IFNA21
NFYA	LOC101060835
NFYA	HLA-DQA2
NFYB	HLA-DPB1
NFYB	HLA-DQA1
NFYB	HLA-DQB1
NFYB	HLA-DRA
NFYC	HLA-DQB1
NFYC	HLA-DRA
NFYC	HLA-DRB1
NFYC	HLA-DRB3
NFYC	HLA-DRB4
NFYC	HLA-DRB5
NFYC	CD74
MAPK1	TNF
MAPK13	TNF
RELA	CEBPB
RELA	CEBPG
RELA	IL1A
RELA	IL18
RELA	IL23A
RFX5	LOC100507714
RFX5	HLA-DQB1
RFX5	CD74
RFXAP	LOC100507709
RFXAP	LOC100507714
RFXAP	HLA-DRA
RFXANK	HLA-DRB5
RFXANK	CD74
PDX1	INS
CREB3	AQP2
CREB1	AQP2
CREB3L4	AQP2
NFATC2	PTGS2
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
LEF1	PPARD
LEF1	FOSL1
TCF7	JUN
TCF7	MMP7
TCF7	PPARD
MYB	TSC22D3
MYBL1	TSC22D3
PPARG	SAT1
SP1	COL4A1
SP1	AKR1B1
POU2F1	AKR1C2
POU2F1	AKR1C3
NFIC	ALAS1
CEBPA	ALB
CEBPB	ALB
SP1	ALB
SP1	ALDH3A1
USF1	APEX1
EGR1	APOA1
SP3	APOA1
USF1	APOA2
USF2	APOA2
CEBPA	APOB
PPARA	APOB
ATF2	APOC3
SPI1	B2M
USF1	B2M
GLI1	BCL2
ATF1	BCL2
BRCA1	BCL2
CEBPA	BCL2
CREM	CCND1
ESR1	CCND1
POU2F1	CCND1
ELK1	CCT8
SP2	CD14
ESR2	CD68
SPI1	CD68
POU2F1	CD79A
POU2F2	CD79A
SP1	CD99
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
ETS1	COX4I1
SP1	COX4I1
RARA	CRABP2
RARB	CRABP2
NFIC	CSNK2A1
NFKB1	CSNK2A1
ETS1	CSNK2B
CEBPB	CSRP1
REL	CSRP1
USF1	CTSB
STAT1	EGFR
USF1	FBP1
USF2	FBP1
EGR1	FCER2
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
ETV4	FOS
FLI1	FOS
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
RARA	GADD45B
ATF1	GH2
CREB1	GH2
NFIC	GH2
TFAP2A	GH2
USF1	GH2
USF2	GH2
JUN	GJA1
SP1	GJA1
NFIC	GOT1
NFKB1	HMOX1
REL	IFNG
STAT5B	IFNG
EGR1	IGF2
SP3	IGFBP3
SP1	IL1A
SP1	IL1B
EGR1	IL2
POU2F1	IL2
POU2F2	IL2
SP1	IL2
RELA	IL2RA
CEBPB	IL4
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
NFKB1	IRF1
TFAP2A	ITGA2
CREB1	JUN
ERG	JUN
JUN	JUN
RARB	JUN
SP1	JUN
SP1	KRT5
SP1	LCAT
CREB1	LDHA
CREM	LDHC
PPARA	LIPA
ETS1	LYZ
MYB	MAT2A
SP1	MAT2B
NFIC	MBP
RARA	MIF
ETV4	MMP2
ATF1	NTS
JUN	NTS
JUND	PLAT
TFAP2A	PLAT
ETS1	PLAU
E2F4	POLA
NFIC	POLA
TFAP2A	POLA
CREB1	POLD2
JUN	POLD2
NFIC	POLD2
ETS1	PPP2R4
NFKB1	PPP2R4
TP53	PRKAB1
ETS1	PRL
ATF1	PTGS2
ATF4	PTGS2
CEBPB	PTGS2
ESR1	PTMA
E2F4	RBL1
PPARD	RELA
CREB1	REN
RELA	S100A6
RELA	SAA2
SPI1	SCARB1
SPI1	SCARB2
ESR2	SERPINE1
PPARD	SERPINE1
USF2	SERPINE1
ETS1	SLC26A3
ESR1	SP1
USF1	SP1
ETS1	SPP1
JUN	SPP1
ESR1	TFF1
JUN	TFF1
EGR1	TFPI2
ETS1	TFRC
ATF1	TG
ATF1	TH
HOXA5	TH
WT1	THBS1
ETV4	TIMP1
JUNB	TIMP1
SMAD4	TIMP1
CEBPD	TNF
EGR1	TNF
EGR4	TNF
REL	TNFSF10
ETS1	TNNC1
NFKB1	TNNC1
SP3	TNNC1
USF2	TOP3A
FOS	TP53
NFIC	TP53
PAX5	TP53
JUN	TSHB
SP1	TTR
JUN	TXN
FLI1	UPP1
PAX1	VHL
ETV4	VIM
POU2F1	VWF
ATF6	XBP1
