ACHE	COL1A1
HDAC4	STAT1
EP300	ETS1
PIN1	RELA
EP300	CREB1
KRT31	UXT
UXT	RUNX1
RUNX1	RUNX1T1
HDAC4	HIF1A
TSG101	UBE2I
UBE2I	PPARA
EP300	TFAP2A
CHRNG	ACTL6B
ACTL6B	CTBP1
CTBP1	CREBBP
EP300	ARNT
TSG101	DPYSL2
DPYSL2	LEF1
KRT31	HGS
HGS	DAZAP2
CTBP1	TCF7L2
DAZAP2	TCF7L1
TSG101	SH3KBP1
SH3KBP1	SOS1
KRT31	ABI2
ABI2	SOS2
KRT31	LIN37
LIN37	E2F4
EP300	SMAD4
EP300	FOS
HDAC4	ATXN1
ATXN1	ETV4
KRT31	LMO4
LMO4	PPARG
EP300	STAT5A
TSG101	NR3C1
NR3C1	STAT5B
PIN1	YAP1
HDAC4	NFKB1
EP300	CEBPB
TSG101	TP53
KRT31	CDK18
CDK18	HSP90AA1
PIN1	SMAD3
ACTL6B	MED14
MED14	STAT2
JUN	STAT4
EP300	STAT6
EP300	RXRA
NR3C1	RXRB
PPARG	RXRG
KRT31	NEK6
NEK6	ATF4
KRT31	PSMA1
PSMA1	REL
PIN1	PML
HDAC4	ZBTB16
EP300	JUNB
PIN1	RARA
LMO4	HDAC2
HDAC2	PPARD
HDAC4	ATF2
HGS	INSR
INSR	TEAD1
PSMA1	TRIM27
YAP1	TEAD3
ACTL6B	APP
HSP90AA1	NR3C2
EP300	ETS2
LMO4	BRCA1
BRCA1	ATF1
KRT31	SMARCE1
SMARCE1	RARB
NR3C1	POU2F1
EP300	E2F1
KRT31	SNAI1
SNAI1	EGR1
APP	MYC
BRCA1	FLI1
KRT31	AMOT
AMOT	CTNNB1
CHRND	CHRNA1
CHRNE	CHRNA1
CHRNA3	Ubqln1
Ubqln1	Bcr
Bcr	Rac1
Rac1	Mapk1
Mapk1	HIF1A
HIF1A	STAT3
HIF1A	JUN
Mapk1	TP53
TP53	SP1
Rac1	Traf6
Traf6	UBE2D3
UBE2D3	MDM2
Rac1	Jra
Jra	Egfr
Egfr	STAT1
Traf6	ECSIT
ECSIT	RELA
TP53	CREB1
Traf6	1-Dec
1-Dec	HDAC1
HDAC1	RUNX1
1-Dec	HDAC2
HDAC2	RUNX1T1
RELA	PPARA
TP53	TFAP2A
Rac1	dsh
dsh	MED25
MED25	CREBBP
Rac1	Tuba1a
Tuba1a	HDAC6
HDAC6	EP300
HIF1A	ARNT
UBE2D3	RNF14
RNF14	LEF1
ECSIT	MAP3K7
MAP3K7	DAZAP2
Mapk1	PARP1
PARP1	TCF7L2
HIF1A	CTNNB1
Traf6	Ubc
Ubc	Dlg4
Dlg4	SOS1
Traf6	Nr0b2
Nr0b2	ESR1
ESR1	SOS2
HDAC1	E2F4
Rac1	Pak
Pak	OS9
OS9	SERPINA1
SERPINA1	SMAD4
RELA	FOS
Traf6	Akt1
Akt1	HTT
HTT	ETV4
dsh	MED14
MED14	PPARG
ECSIT	NFKB1
NFKB1	STAT5A
Rac1	robo
robo	Nedd4
Nedd4	EGFR
EGFR	STAT5B
1-Dec	PPP1CA
PPP1CA	YAP1
dsh	MED23
MED23	CEBPB
Traf6	Stub1
Stub1	HSP90AA1
TP53	SMAD3
Traf6	Arrb2
Arrb2	ADRB2
ADRB2	STAT4
TP53	STAT6
MED25	RXRA
Nr0b2	RARA
Nr0b2	RXRG
OS9	CREB3
CREB3	ATF4
NFKB1	REL
Rac1	chic
chic	smt3
smt3	PML
HDAC6	ZBTB16
UBE2D3	BRCA1
BRCA1	JUNB
Nedd4	PPARD
Traf6	UBE2N
UBE2N	NBN
NBN	ATF2
TP53	NCOA1
NCOA1	TEAD1
UBE2D3	TRIM27
HIF1A	WWTR1
WWTR1	TEAD3
Tuba1a	SNCA
SNCA	ELK1
Stub1	HSP82
HSP82	ATF1
CEBPB	RARB
RELA	POU2F1
PARP1	E2F1
Ubc	MYC
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	PRKCD
PRKCD	STAT3
YWHAH	ABL1
ABL1	JUN
YWHAZ	CTNNB1
CTNNB1	SP1
YWHAZ	RFWD2
RFWD2	JUND
YWHAH	PIK3CA
PIK3CA	STAT1
YWHAZ	TP53
YWHAZ	PRMT5
PRMT5	RELA
ABL1	CREB1
YWHAH	CBL
CBL	SMAD3
SMAD3	RUNX1
YWHAH	IRS1
IRS1	HDAC2
CTNNB1	HIF1A
YWHAH	SNRPE
SNRPE	HSP90AA1
YWHAH	ING1
ING1	CREBBP
YWHAH	PAK2
PAK2	EP300
CTNNB1	LEF1
YWHAZ	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
CBL	SOS1
IRS1	GRB2
GRB2	SOS2
YWHAZ	ENO1
ENO1	E2F4
YWHAH	CYFIP2
CYFIP2	SMAD4
ABL1	FOS
RFWD2	ETV4
CTNNB1	PPARG
IRS1	INSR
INSR	STAT5A
INSR	STAT5B
ABL1	YAP1
YWHAZ	COPS5
COPS5	NFKB1
YWHAH	HNRNPK
HSP90AA1	STAT2
CBL	SRC
SRC	RXRA
YWHAH	YWHAG
YWHAG	AKAP13
AKAP13	RXRB
YWHAZ	AJUBA
AJUBA	RXRG
ABL1	NFKBIA
NFKBIA	ATF4
YWHAH	PARK2
PARK2	REL
TP53	PML
TP53	ZBTB16
RFWD2	JUNB
AJUBA	RARA
CTNNB1	PPARD
YWHAZ	HDAC4
YWHAZ	WWTR1
WWTR1	TEAD1
YWHAH	SNCAIP
SNCAIP	VPS52
VPS52	TEAD4
YWHAZ	APP
SNCAIP	CSNK2A1
PIK3CA	SMAD2
YWHAH	TLX2
TLX2	POU2F1
YWHAZ	YWHAQ
YWHAQ	E2F1
PAK2	MYC
PRKCD	FLI1
CHRNA7	FYN
FYN	BCL3
BCL3	STAT3
BCL3	JUN
FYN	CTNNB1
FYN	PRKCQ
PRKCQ	JUND
BCL3	STAT1
BCL3	EP300
FYN	NR3C1
NR3C1	RELA
NR3C1	CREB1
FYN	SUV39H1
SUV39H1	RUNX1
BCL3	HDAC3
HDAC3	RUNX1T1
FYN	HSP90AA1
CTNNB1	CREBBP
LEF1	DAZAP2
FYN	CSF1R
CSF1R	SOS1
CSF1R	GRB2
FYN	ENO1
BCL3	FOS
FYN	GNB2L1
GNB2L1	TP63
TP63	ETV4
FYN	JAK2
JAK2	STAT5A
ENO1	YAP1
BCL3	NFKB1
NR3C1	TP53
NR3C1	SMAD3
STAT3	STAT6
BCL3	RXRA
EP300	ATF4
GRB2	REL
NR3C1	PML
EP300	ZBTB16
EP300	RARA
EP300	ATF2
BCL3	NCOA1
FYN	SNCA
SNCA	VPS52
BCL3	CTBP2
CTBP2	TEAD3
NR3C1	ETS2
CTNNB1	BRCA1
NCOA1	RARB
FYN	CDH1
CDH1	E2F1
FYN	IL1B
IL1B	EGR1
HSP90AA1	MYC
CTBP2	FLI1
CHRNA9	CHEK1
CHEK1	RB1
RB1	STAT3
CHRNA9	POM121
POM121	BRCA1
BRCA1	JUN
BRCA1	SP1
CHRNA9	KIF5B
KIF5B	COPS5
COPS5	JUND
CHRNA9	MAVS
MAVS	STAT1
BRCA1	ETS1
CHEK1	RELA
BRCA1	CREB1
CHEK1	DNMT1
DNMT1	RUNX1
DNMT1	RUNX1T1
BRCA1	HIF1A
BRCA1	TFAP2A
CHRNA9	EIF2AK3
EIF2AK3	NFE2L2
NFE2L2	CREBBP
EIF2AK3	HSPA5
HSPA5	EP300
BRCA1	ARNT
CHRNA9	YKT6
YKT6	FKBP1A
FKBP1A	SMAD7
SMAD7	LEF1
KIF5B	TAX1BP1
TAX1BP1	DAZAP2
CHEK1	MEN1
MEN1	TCF7L2
BRCA1	CTNNB1
HSPA5	NCK1
NCK1	SOS1
CHRNA9	KIF5A
KIF5A	DTNB
DTNB	ABI2
BRCA1	E2F4
COPS5	SMAD4
CHRNA9	RER1
RER1	HAP1
HAP1	HTT
RB1	PPARG
BRCA1	STAT5A
YKT6	ARF1
ARF1	ELP2
ELP2	STAT5B
CHRNA9	FAM189B
FAM189B	YAP1
BRCA1	CEBPB
CHEK1	TP53
CHEK1	HSP90AA1
BRCA1	SMAD3
YKT6	TKT
TKT	STAT4
RELA	RXRA
CHRNA9	PBXIP1
PBXIP1	MDFI
MDFI	NR1H2
NR1H2	RXRB
CHEK1	CUL1
CUL1	RXRG
NFE2L2	ATF4
CHRNA9	KLC4
KLC4	NUCB1
NUCB1	REL
RB1	PML
RER1	DPM1
DPM1	ZBTB16
CHEK1	AKT1
AKT1	RARA
RER1	SPF1
SPF1	ATF2
RER1	VPS52
KLC4	APP
RER1	GAS1
GAS1	ATF1
NFE2L2	NCOR2
NCOR2	RARB
BRCA1	POU2F1
BRCA1	E2F1
RELA	EGR1
NFE2L2	MYC
CHRNB3	TYRO3
TYRO3	SRC
SRC	STAT3
STAT3	JUN
STAT3	SP1
SRC	MDM2
SRC	STAT1
SRC	CREBBP
CREBBP	ETS1
STAT3	RELA
CREBBP	CREB1
SRC	HDAC3
HDAC3	RUNX1
STAT3	HIF1A
RXRA	PPARA
SRC	TP53
TYRO3	PIK3R1
PIK3R1	EP300
STAT3	SMAD1
SMAD1	LEF1
SRC	PLSCR1
PLSCR1	DAZAP2
SRC	AR
AR	TCF7L2
SRC	EGFR
EGFR	CTNNB1
SRC	GRB2
GRB2	SOS1
AR	E2F4
AR	SMAD4
CREBBP	FOS
GRB2	HTT
CREBBP	PPARG
EGFR	STAT5A
SRC	ENO1
STAT3	NFKB1
EGFR	CEBPB
GRB2	HSP90AA1
CREBBP	SMAD3
EGFR	STAT2
STAT3	TRIM28
SRC	THRB
THRB	RXRB
THRB	RXRG
CREBBP	ATF4
STAT3	PML
AR	ZBTB16
CREBBP	JUNB
CREBBP	RARA
STAT3	HDAC2
CREBBP	ATF2
STAT3	NCOA1
GRB2	TRIM27
GRB2	AP4S1
AP4S1	TEAD3
CREBBP	ELK1
SRC	ARRB2
ARRB2	PTGES3
CREBBP	ETS2
CREBBP	ATF1
TYRO3	HDLBP
HDLBP	XRCC5
XRCC5	POU2F1
SRC	ESR1
ESR1	E2F1
CREBBP	EGR1
CREBBP	MYC
PIK3R1	BRCA1
CHRNB4	Ubqln1
PML	JUP
RARA	JUP
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
ZBTB16	JUP
RUNX1	JUP
RUNX1T1	JUP
CREB1	NPY
ATF2	NPY
ATF4	NPY
NR3C2	ATP1B1
NFKB1	BCL2L1
RELA	BCL2L1
TP53	SFN
STAT5A	BCL2L1
STAT5B	BCL2L1
JUN	CDK5
CTNNB1	CCND3
ELK1	CCND3
JUN	CCND3
CREBBP	ENO1
CREBBP	NPPA
CREBBP	PDK1
CREBBP	PFKL
CREBBP	TFRC
CREBBP	TIMP1
EP300	ENO1
EP300	NPPA
EP300	PDK1
EP300	PFKL
EP300	TFRC
EP300	TIMP1
HIF1A	ENO1
HIF1A	NPPA
HIF1A	PDK1
HIF1A	PFKL
HIF1A	TFRC
HIF1A	TIMP1
ARNT	ENO1
ARNT	NPPA
ARNT	PDK1
ARNT	PFKL
ARNT	TFRC
ARNT	TIMP1
YAP1	ID1
YAP1	CCND3
SMAD4	ID1
LEF1	CCND3
TCF7	CCND3
TCF7L2	CCND3
TEAD1	CCND3
TEAD4	CCND3
TEAD3	CCND3
TCF7L1	CCND3
SOS1	SPRY2
SOS1	BCL2L1
SOS1	CCND3
SOS2	SPRY2
SOS2	BCL2L1
SOS2	CCND3
STAT1	PIM1
STAT1	CCND3
STAT2	PIM1
STAT2	CCND3
STAT3	CCND3
STAT4	PIM1
STAT4	CCND3
STAT5A	CCND3
STAT5B	CCND3
STAT6	PIM1
STAT6	CCND3
NFKB1	NFKBIA
RELA	NFKBIA
TP53	BAX
TP53	CCNG2
MYC	CKS1B
NFKB1	TRAF4
RELA	TRAF4
PPARA	ACSL3
PPARA	SCD
PPARD	FABP3
PPARG	ACSL3
PPARG	SCD
RXRA	FABP3
RXRA	ACSL3
RXRA	SCD
RXRB	FABP3
RXRB	ACSL3
RXRB	SCD
RXRG	FABP3
RXRG	ACSL3
RXRG	SCD
LEF1	FOSL1
TCF7	FOSL1
TCF7L2	FOSL1
TCF7L1	FOSL1
CREB1	TINAGL1
CREB1	CD55
HIF1A	HSP90B1
NFIC	TINAGL1
PPARG	SAT1
SP1	APEX1
ATF1	AQP3
CREB1	AQP3
ATF4	ASNS
TP53	BAK1
E2F4	CAV1
SP1	CAV1
TP53	CAV1
POU2F1	CD79A
EGR1	CD9
SP1	CD9
SP1	CD99
E2F4	CDC45
E2F1	CDC45
RARA	CRABP2
RARB	CRABP2
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
ATF1	ERBB2
CREB1	ERBB2
ELK1	ERBB2
ETV4	ERBB2
TFAP2A	ERBB2
TP53	ERBB2
CREB1	F3
JUN	F3
JUND	F3
NFKB1	F3
REL	F3
RELA	F3
ETS1	FOSL1
ETS2	FOSL1
JUN	FOSL1
JUND	FOSL1
SP1	FOSL1
NFIC	GOT1
CREB1	GSTP1
FOS	GSTP1
RARB	HDAC1
RELA	HDAC1
RELA	HDAC2
NFIC	HRAS
SP1	HRAS
E2F4	HSP90B1
NFIC	HSPA1A
TFAP2A	HSPA1A
SP1	KRT18
PPARA	LIPA
PPARD	LIPA
PPARG	LIPA
SP1	MAT2B
HIF1A	MDK
PPARA	NFKBIA
JUN	NPPA
FOS	NQO1
JUND	NQO1
ATF2	PLAT
CREB1	PLAT
JUN	PLAT
JUND	PLAT
NFIC	PLAT
TFAP2A	PLAT
E2F4	POLE2
NFIC	POLE2
ATF1	PPP2R4
ETS1	PPP2R4
NFKB1	PPP2R4
TP53	PTTG1
NFIC	SFTPC
ATF1	TFRC
CREB1	TFRC
ETS1	TFRC
JUN	TFRC
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUNB	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
E2F4	TOP1
CEBPB	TOP1
SP1	TTR
JUN	TXN
FLI1	UPP1
