ACHE	COL1A1
FLI1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
CEBPB	IL1A
CEBPD	IL1A
ATF1	IL1B
CEBPB	IL1B
CEBPA	IL5
NFIC	JUN
RARB	JUN
PPARG	LIPA
USF1	LIPC
TFAP2A	MT1A
CEBPE	MYB
EGR1	MYB
REL	TNFSF10
FLI1	TNNC1
SMAD2	TNNC1
SP3	TNNC1
