HTR2A	CBL
NEDD4	SNCA
SMAD3	CREBBP
ATG7	SHMT2
SNCA	Dynll1
Dynll1	CREB3L2
GABARAP	ULK1
ULK1	PRKAB2
NEDD4	KIFC3
KIFC3	CREB5
GABARAP	TBC1D15
TBC1D15	STAT3
NEDD4	BTRC
ATG7	GTF2A1
GTF2A1	NFYA
NEDD4	EGFR
EGFR	EPS8
EPS8	RFXAP
NEDD4	RAF1
RAD18	YAP1
ADRB1	ARRB2
ARRB2	IGF1R
IGF1R	TP53
IGF1R	ESR1
ARRB2	PRMT5
PRMT5	RELA
CAPN1	HIF1A
ARRB2	MLLT4
MLLT4	NR2C2
NR2C2	RXRB
ARRB2	MCM3
MCM3	SAE1
ARRB2	HSPA5
HSPA5	EP300
ADRB1	ARRB1
ARRB1	HSP90AA1
JUN	ETS1
ARRB2	HNRNPA1
HNRNPA1	KRT15
MCM3	CDK2
MAP2K4	APP
ADRB1	GPRASP2
ADRB2	STAT3
PML	RARA
ADRB2	MRPL12
ADRB2	TSG101
TSG101	TP53
STAT3	SP1
STAT3	MAPK8
ADRB2	PRKDC
ADRB2	VCP
VCP	TOP1
STAT3	STAT1
ADRB2	SRC
SRC	ESR1
STAT3	HDAC2
ADRB2	MAPK14
MAPK14	CREB1
STAT3	EP300
ADRB2	TOMM70A
TOMM70A	IRF3
TSG101	NR3C1
SRC	THRB
MAPK14	ATF2
ADRB2	NEDD4
ADRB2	GRB2
ADRB2	KPNB1
KPNB1	SMAD4
ADRB2	REL
ADRB2	SHMT2
ADRB2	PGRMC1
ADRB2	RGS20
ADRB2	GAPDH
ADRB2	HGS
HGS	APP
ADRB2	ARRB2
ADRB2	SLC9A3R1
SLC9A3R1	YAP1
ADRB3	SRC
CREBBP	RARA
SRC	STAT3
SRC	TP53
CREBBP	TCF3
SRC	STAT1
RXRA	PPARA
CREBBP	CREB1
CREBBP	IRF3
CREBBP	ATF2
CREBBP	PPARG
HDAC3	SPI1
SRC	GRB2
CREBBP	SMAD3
SRC	AR
CREBBP	ELK1
CREBBP	ETS1
SRC	SNCA
SRC	BCAR1
BCAR1	FXYD6
FXYD6	CREB3L1
CREBBP	ATF4
SRC	ARRB2
SRC	EGFR
EGFR	APP
SRC	EPS8
SRC	RAF1
SRC	ENO1
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
GLI3	BMP2
TP53	GADD45A
VDR	SLC8A1
ELK1	BIRC2
RELA	MMP9
CREBBP	PGF
EP300	PGF
ARNT	ENO2
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
STAT4	SOCS2
STAT5A	SOCS7
STAT5B	SOCS1
STAT6	SOCS4
LEF1	MITF
CREB3L3	MITF
EPAS1	FIGF
ETS1	CDK4
FOS	VEGFA
JUN	MMP9
NFKB2	BCL2L1
IRF8	IL12B
CREB3L3	MCL1
PPARA	CPT2
PPARA	APOA2
PPARD	PDPK1
PPARG	CPT1A
PPARG	PCK1
RXRA	FABP3
RXRA	ACSBG2
RXRA	ACOX2
RXRB	GK2
RXRB	ACADM
RXRB	APOC3
RXRB	ME1
RXRB	PCK2
RXRG	GK
RXRG	SLC27A1
RXRG	PLTP
JUN	IL12A
NFKB1	CCL3L3
SPI1	CD14
NFYC	LOC100509457
RFX5	LOC100507714
RFX5	LOC101060835
RFX5	HLA-DMA
RFX5	HLA-DMB
PDX1	INS
CREB3	AQP2
CREB1	AQP2
MYB	CDK1
TFAP2A	ADRA1A
CREB1	ADRB2
CEBPB	AFP
NFIC	AFP
EGR1	AKR1B1
NFKB1	AKR1B1
E2F1	APAF1
TP53	APCS
SP1	APEX1
USF1	APEX1
EGR1	APOA1
USF1	APOC3
USF2	APOC3
NFIC	CYP17A1
STAT5A	EGFR
STAT5B	EGFR
TFAP2A	EGFR
EGR1	IL2
EGR4	IL2
ETS2	IL2
NFKB1	IL2
RELA	MYC
SP1	MYC
ATF1	PLAUR
E2F4	POLA
MYB	POLA
TFAP2A	POLD2
FLI1	POLR2G
ATF1	PPP2R4
CEBPA	PREB
NFKB1	TFPI2
POU2F1	TNF
