ACHE	COL1A1
STAT3	NFKB1
SRC	EGFR
EGFR	CEBPB
STAT3	RELA
CREBBP	ETS1
GRB2	HTT
TYRO3	PIK3R1
PIK3R1	EP300
STAT3	SP1
RXRA	PPARA
CHRNB4	Ubqln1
HIF1A	BCL2
ARNT	GAPDH
STAT2	CCND1
STAT2	SOCS1
STAT2	SOCS2
STAT2	SOCS5
MYC	MMP2
MYC	VEGFA
ATF2	MCL1
CREB3L4	MCL1
PPARA	ANGPTL4
PPARA	SCP2
PPARG	SCD5
RXRA	NR1H3
RXRG	EHHADH
IRF7	IFNA8
NFYB	HLA-DRB3
NFYB	HLA-DRB4
NFYB	HLA-DRB5
NFYC	HLA-DPA1
NFYC	HLA-DPB1
NFYC	HLA-DQA1
MAPK1	IL1B
MAPK1	IL6
MAPK1	IL12A
MAPK3	IL23A
MAPK3	TNF
TFAP2A	CALB2
ATF1	CALCA
CREB1	CALCA
