TYMS	ITPA
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
LEF1	SNAI2
LEF1	SOX2
LEF1	AXIN1
TEAD1	GLI2
TEAD4	AXIN1
SOS1	CCND1
SOS1	BCL2L1
SOS2	SPRED1
CREB3	MITF
LEF1	MITF
PIK3R2	AKT3
PIK3R2	AKT1
TP53	RFWD2
TP53	ZMAT3
TP53	SIAH1
TP53	THBS1
TP53	TP53I3
NFKB1	PGF
NFKB1	VEGFB
NFKB1	VEGFC
STAT3	VEGFC
EPAS1	PGF
EPAS1	TGFB2
EPAS1	VEGFB
ETS1	CDK4
ETS1	FIGF
ETS1	IL8
ETS1	MMP2
MYC	CKS1B
MYC	IL8
MYC	VEGFB
MYC	VEGFC
NFKB2	BCL2
NFKB2	TRAF3
RELA	CCND1
RELA	TRAF6
PIAS2	CDKN2B
IRF8	IL12B
IRF1	IL12B
CREB3	MCL1
CREB1	MCL1
FOXO3	BCL2L11
FOXO3	CDKN1B
PPARA	APOA5
PPARA	CYP8B1
PPARA	ACSL4
PPARA	CYP4A22
PPARA	HMGCS2
PPARA	APOA2
PPARA	APOC3
PPARA	SLC27A1
PPARA	ME1
PPARA	SCD5
PPARA	ACSBG2
PPARG	CPT1C
PPARG	FABP4
PPARG	GK
PPARG	SLC27A1
PPARG	MMP1
PPARG	PCK1
PPARG	ANGPTL4
PPARG	ACSL5
PPARG	SCD
RXRA	SLC27A4
RXRA	APOA5
RXRA	SLC27A1
RXRA	SCD
RXRA	SCP2
RXRA	ACOX2
RXRA	ADIPOQ
RXRA	FADS2
RXRB	APOA5
RXRB	CPT1C
RXRB	DBI
RXRB	ACSL6
RXRB	GK
RXRB	HMGCS2
RXRB	ACADL
RXRB	APOA1
RXRB	APOA2
RXRB	APOC3
RXRB	ACSBG2
RXRB	ACOX2
RXRG	CPT1A
RXRG	CD36
EGR1	CCL5
MAX	CDK6
MAX	CCND1
SMAD5	ID2
SMAD5	ID3
FOS	IL6
FOS	IL12A
FOS	TNF
FOS	CCL4L1
IRF5	IL6
IRF5	IL8
IRF7	IFNA1
IRF7	IFNA2
MYD88	IFNA10
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
NFYB	LOC101060835
NFYB	HLA-DMA
NFYB	HLA-DMB
NFYB	HLA-DOA
NFYB	HLA-DPA1
NFYC	LOC100507714
NFYC	LOC101060835
NFYC	HLA-DQA1
NFYC	HLA-DQB1
NFYC	HLA-DRA
NFYC	HLA-DRB1
NFYC	HLA-DRB3
MAPK1	IL6
MAPK1	IL12B
MAPK3	NOS2
MAPK3	IL23A
MAPK8	IL18
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
MAPK13	TNF
RELA	CEBPB
RELA	CEBPG
RELA	IL1A
RELA	IL18
RELA	IL23A
RFX5	LOC100507709
MAPK12	IL1A
CREB3L1	AQP2
CREB5	AQP2
MYBL2	CDKN1C
POU2F2	REL
SP1	COL4A2
SP1	COL4A1
USF2	ABCA1
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SPI1	CHI3L1
USF1	CHI3L1
JUN	COL1A1
MYBL2	COL1A1
TFAP2A	COL1A1
EGR1	COL2A1
SP3	COL2A1
RARG	CRABP2
NFKB1	CSF1
ETS1	CSF2
USF1	CTSB
USF2	CTSB
SP1	CTSL
SP3	CTSL
CREB1	CYP11A1
ETS1	DNTT
EGR1	EGFR
MYC	EIF4E
ETV4	ERBB2
JUN	F3
JUND	F3
PPARG	GADD45A
RARA	GADD45A
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
ERG	HMOX1
ATF1	ID2
ATF1	JUN
CREB1	JUN
SP1	JUN
TFAP2A	KRT14
SP1	KRT5
PPARA	LIPA
POU2F1	LPL
ETS1	LYZ
RARA	MIF
RARG	MIF
CEBPA	MMP2
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
ATF1	PLAUR
SP2	PLP1
TFAP2A	POLD2
NFIC	POLE2
TP53	PRKAB1
ETS1	PRL
ATF1	PTGS2
ESR1	PTMA
USF1	PTPN6
RARA	S100A9
TP53	S100B
RELA	SAA2
ETS1	SLC26A3
EGR1	SOD1
NFIC	STMN1
CEBPA	TF
ESR1	TFF1
HOXA5	TH
EGR1	THBS1
E2F4	TK1
ATF2	TNF
CEBPD	TNF
SP3	TNNC1
TFAP2A	TNPO1
WT1	TP53
STAT3	TRH
JUN	TSHB
