TYMS	ITPA
MAPK14	CXCL1
JUN	CXCL1
MAPK11	CXCL1
RBPJL	CR2
RBPJL	MYC
RBPJ	CR2
RBPJ	MYC
CTNNB1	CCND1
ELK1	XIAP
ELK1	CCND1
CREB3	PCNA
ATF2	PCNA
ATF6B	IL8
ATF6B	PCNA
NFATC2	TNF
NFKB1	TNF
MAPK8	JUN
MAPK8	SMAD4
CREB3L2	IL8
CREB3L2	PCNA
CREB3L1	PCNA
CREBBP	EDN1
CREBBP	ENO1
CREBBP	ENO2
CREBBP	LDHA
CREBBP	SERPINE1
CREBBP	ANGPT4
CREBBP	PDK1
CREBBP	BCL2
CREBBP	SLC2A1
CREBBP	VEGFB
EP300	EDN1
EP300	ENO1
EP300	ENO2
EP300	LDHA
EP300	SERPINE1
EP300	ANGPT4
EP300	PDK1
EP300	BCL2
EP300	SLC2A1
EP300	VEGFB
HIF1A	EDN1
HIF1A	ENO1
HIF1A	ENO2
HIF1A	LDHA
HIF1A	SERPINE1
HIF1A	ANGPT4
HIF1A	PDK1
HIF1A	TFRC
HIF1A	TIMP1
ARNT	EDN1
ARNT	BCL2
ARNT	VEGFA
STAT3	HIF1A
YAP1	ID1
YAP1	ID2
YAP1	ID3
YAP1	AREGB
YAP1	AXIN1
YAP1	AXIN2
WWTR1	BIRC5
WWTR1	ITGB2
WWTR1	AREG
SMAD2	SERPINE1
LEF1	CCND2
LEF1	CCND3
TCF7	SNAI2
TCF7	AXIN2
TCF7	CCND3
TCF7L2	BIRC2
TCF7L2	SOX2
TCF7L2	NKD1
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
FOXO1	G6PC2
SOS1	SPRY3
SOS1	CCND3
SOS2	SPRY3
STAT5A	CCND3
CREB3	MITF
MITF	DCT
MITF	TYRP1
LEF1	MITF
NFKB1	CXCL2
NFKB1	NFKBIA
NFKB1	TNFAIP3
NFKB1	CCL4L1
RELA	CXCL2
RELA	NFKB2
RELA	TRAF2
RELB	TNFSF13B
PIK3R5	PDPK1
PIK3CA	PDPK1
PIK3CG	AKT3
PIK3CG	AKT2
PIK3R2	AKT3
PIK3R3	AKT3
PIK3R3	AKT2
BBC3	TP53
TP53	PERP
EPAS1	PDGFB
EPAS1	TGFB1
FOS	CDK4
FOS	FIGF
HIF1A	PDGFB
MAX	CKS1B
MYC	CDK4
NFKB1	TRAF5
NFKB2	TRAF2
NFKB2	TRAF5
NFKB2	BIRC7
RELA	NOS2
FOXO3	RBL2
ATF4	MCL1
PPARA	CYP7A1
PPARA	DBI
PPARA	FABP1
PPARA	ACSL3
PPARD	CPT1B
PPARD	FABP3
PPARG	CYP27A1
PPARG	ACSL1
PPARG	ACSL4
PPARG	ACSL6
RXRA	CYP7A1
RXRA	CYP8B1
RXRA	APOC3
RXRA	ILK
RXRA	ACSL5
RXRA	ACSBG2
RXRA	ACOX2
RXRA	ACOX3
RXRA	CD36
RXRB	ACADM
RXRB	APOC3
RXRB	ILK
RXRB	ME1
RXRB	PDPK1
RXRG	EHHADH
IRF7	IFNA8
CREB1	HLA-DRB5
MAPK14	IL1A
MAPK14	IL6
MAPK14	IL12B
MAPK14	NOS2
MAPK14	TNF
MYD88	IFNA2
MYD88	IFNA5
MYD88	IFNA10
NFKB1	CEBPB
NFKB1	IL23A
NFYC	HLA-DQA2
MAPK1	IL1A
MAPK1	IL1B
MAPK1	IL12B
MAPK3	IL18
MAPK3	NOS2
MAPK3	IL23A
MAPK8	IL6
MAPK8	IL12A
MAPK8	IL12B
MAPK11	IL12B
MAPK11	IL18
MAPK11	NOS2
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12B
MAPK10	IL18
RFX5	LOC100507709
RFX5	HLA-DPA1
RFX5	HLA-DPB1
RFX5	HLA-DQA1
RFX5	CD74
RFXAP	LOC100507709
MAPK12	IL1A
NFAT5	PTGS2
NFATC2	PTGS2
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
LEF1	PPARD
TCF7	JUN
TCF7	MMP7
TCF7	PPARD
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
TCF7L1	MMP7
TCF7L1	PPARD
TCF7L1	FOSL1
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
CREB1	TWF2
SP1	REL
USF1	SERPINE1
USF2	XRCC6
JUN	ABCA1
USF2	ABCA1
CEBPA	ABCB1
CEBPB	ABCB1
EGR1	ABCB1
ETS1	ABCB1
HIF1A	ABCB1
JUN	ABCB1
NFKB1	ABCB1
SP1	ABCB1
TP53	ABCB1
WT1	ABCB1
GLI1	BCL2
ATF1	BCL2
BRCA1	BCL2
CEBPA	BCL2
SP1	CAV1
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
SP1	CD14
SP1	CD9
SP1	CD99
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
REL	CSF2
NFIC	CSNK2A1
NFKB1	CSNK2A1
ETS1	CSNK2B
CEBPB	CSRP1
REL	CSRP1
USF1	CTSB
SP3	CTSL
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
TFAP2A	CYP11A1
SP1	DKC1
SP3	DKC1
EGR1	EGFR
ATF1	ERBB2
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARG	GADD45A
RARA	GADD45A
SP1	GH2
E2F1	HIST1H2AM
NFIC	HRAS
CREB1	ICAM1
CREM	ICAM1
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
TP53	IL8
CEBPA	ITGA2
ETV4	MMP2
SP1	MMP2
TFAP2A	MMP2
ETS2	MMP3
FLI1	MMP3
ETV4	MMP9
FLI1	MMP9
PPARG	MMP9
SPI1	NFKB1
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
CREB1	POLD2
TFAP2A	POLD2
NFIC	POLE2
ETS1	PPP2R4
ATF4	PTGS2
CREB1	PTGS2
ETV4	PTGS2
REL	PTGS2
USF1	PTGS2
USF1	PTPN6
USF2	PTPN6
SP1	RELA
RELA	S100A6
RARA	S100A8
RARB	S100A8
CEBPA	SERPINC1
PPARA	SERPINE1
PPARD	SERPINE1
PPARG	SERPINE1
EGR1	SOD1
SP1	SOD1
USF2	SP1
JUN	SPP1
POU2F1	SPP1
POU2F2	SPP1
POU2F1	TFPI2
JUN	TFRC
ATF1	TG
CREB1	TG
EGR1	THBS1
USF1	THBS1
FOS	TIMP1
SMAD4	TIMP1
STAT1	TIMP1
STAT3	TIMP1
POU2F1	TNF
ERG	TNNC1
ETS1	TNNC1
FLI1	TNNC1
TFAP2A	TNPO1
E2F4	TOP1
HIF1A	TP53
PAX5	TP53
STAT1	TP53
TP53	TP53
USF2	TYMS
HIF1A	VHL
PAX1	VHL
TFAP2A	VHL
